security_id,price_date,close_price,vendor,currency
SEC00000,2026-05-04,41.92,ICE,INR
SEC00000,2026-05-05,43.02,ICE,USD
SEC00000,2026-05-06,44.21,Bloomberg,JPY
SEC00000,2026-05-07,44.9,ICE,CAD
SEC00000,2026-05-08,45.81,ICE,CAD
SEC00000,2026-05-09,44.33,ICE,EUR
SEC00000,2026-05-10,43.59,Refinitiv,JPY
SEC00000,2026-05-11,43.37,Refinitiv,CAD
SEC00000,2026-05-12,45.28,ICE,JPY
SEC00000,2026-05-13,45.05,Refinitiv,INR
SEC00000,2026-05-14,45.67,Bloomberg,EUR
SEC00000,2026-05-15,46.01,Refinitiv,USD
SEC00000,2026-05-16,46.33,Refinitiv,GBP
SEC00000,2026-05-17,46.33,Refinitiv,GBP
SEC00000,2026-05-18,45.35,ICE,EUR
SEC00000,2026-05-19,43.17,Refinitiv,INR
SEC00001,2026-03-20,79.01,Bloomberg,CAD
SEC00001,2026-03-21,78.79,Bloomberg,JPY
SEC00001,2026-03-22,77.32,Refinitiv,CAD
SEC00001,2026-03-23,78.14,ICE,USD
SEC00001,2026-03-24,79.2,ICE,INR
SEC00001,2026-03-25,78.85,Refinitiv,GBP
SEC00001,2026-03-26,77.85,Refinitiv,INR
SEC00001,2026-03-27,78.72,ICE,JPY
SEC00001,2026-03-28,78.58,ICE,EUR
SEC00001,2026-03-29,80.63,Refinitiv,JPY
SEC00001,2026-03-30,83.25,Bloomberg,GBP
SEC00001,2026-03-31,84.79,ICE,INR
SEC00001,2026-04-01,85.18,ICE,USD
SEC00001,2026-04-02,88.03,Bloomberg,GBP
SEC00001,2026-04-03,88.45,Bloomberg,USD
SEC00001,2026-04-04,87.73,Refinitiv,INR
SEC00001,2026-04-05,86.71,ICE,USD
SEC00001,2026-04-06,85.66,ICE,GBP
SEC00001,2026-04-07,85.69,Bloomberg,GBP
SEC00001,2026-04-08,86.45,Bloomberg,INR
SEC00001,2026-04-09,84.29,ICE,INR
SEC00001,2026-04-10,83.65,Bloomberg,GBP
SEC00001,2026-04-11,84.01,Refinitiv,CAD
SEC00001,2026-04-12,85.03,Refinitiv,JPY
SEC00001,2026-04-13,85.03,Refinitiv,EUR
SEC00001,2026-04-14,85.45,ICE,CAD
SEC00001,2026-04-15,83.58,Bloomberg,JPY
SEC00001,2026-04-16,82.25,ICE,USD
SEC00001,2026-04-17,82.2,Refinitiv,GBP
SEC00001,2026-04-18,83.0,Refinitiv,JPY
SEC00001,2026-04-19,83.39,ICE,USD
SEC00001,2026-04-20,82.16,Bloomberg,GBP
SEC00001,2026-04-21,81.85,ICE,JPY
SEC00001,2026-04-22,84.11,Bloomberg,USD
SEC00001,2026-04-23,84.98,ICE,USD
SEC00001,2026-04-24,84.77,Bloomberg,GBP
SEC00001,2026-04-25,83.25,Refinitiv,EUR
SEC00001,2026-04-26,82.22,Bloomberg,USD
SEC00001,2026-04-27,82.28,Refinitiv,CAD
SEC00001,2026-04-28,82.73,Bloomberg,JPY
SEC00001,2026-04-29,83.61,Bloomberg,INR
SEC00001,2026-04-30,84.23,Bloomberg,EUR
SEC00001,2026-05-01,83.72,Bloomberg,JPY
SEC00001,2026-05-02,82.99,ICE,EUR
SEC00001,2026-05-03,86.09,Refinitiv,EUR
SEC00001,2026-05-04,85.27,Bloomberg,USD
SEC00001,2026-05-05,83.33,ICE,JPY
SEC00001,2026-05-06,80.91,Refinitiv,EUR
SEC00001,2026-05-07,80.44,Bloomberg,INR
SEC00001,2026-05-08,81.84,Refinitiv,USD
SEC00001,2026-05-09,81.03,Refinitiv,JPY
SEC00001,2026-05-10,83.23,Refinitiv,JPY
SEC00001,2026-05-11,83.26,ICE,EUR
SEC00001,2026-05-12,84.96,Refinitiv,CAD
SEC00001,2026-05-13,83.84,ICE,CAD
SEC00001,2026-05-14,82.77,ICE,USD
SEC00001,2026-05-15,82.94,ICE,USD
SEC00001,2026-05-16,83.71,Refinitiv,GBP
SEC00001,2026-05-17,83.48,ICE,INR
SEC00001,2026-05-18,83.96,ICE,EUR
SEC00001,2026-05-19,84.89,ICE,INR
SEC00002,2026-03-20,53.81,Refinitiv,USD
SEC00002,2026-03-21,53.56,Refinitiv,GBP
SEC00002,2026-03-22,54.21,Refinitiv,JPY
SEC00002,2026-03-23,53.24,ICE,USD
SEC00002,2026-03-24,53.42,Bloomberg,INR
SEC00002,2026-03-25,53.87,Bloomberg,GBP
SEC00002,2026-03-26,54.98,Refinitiv,GBP
SEC00002,2026-03-27,56.7,Refinitiv,USD
SEC00002,2026-03-28,56.34,Bloomberg,USD
SEC00002,2026-03-29,56.56,ICE,INR
SEC00002,2026-03-30,56.8,Bloomberg,USD
SEC00002,2026-03-31,57.5,Bloomberg,CAD
SEC00002,2026-04-01,58.08,ICE,JPY
SEC00002,2026-04-02,59.6,ICE,EUR
SEC00002,2026-04-03,57.13,Refinitiv,INR
SEC00002,2026-04-04,57.59,Bloomberg,GBP
SEC00002,2026-04-05,41.85,Refinitiv,EUR
SEC00002,2026-04-06,57.9,Bloomberg,CAD
SEC00002,2026-04-07,55.57,Refinitiv,USD
SEC00002,2026-04-08,55.54,ICE,JPY
SEC00002,2026-04-09,54.86,Refinitiv,GBP
SEC00002,2026-04-10,56.54,Refinitiv,CAD
SEC00002,2026-04-11,56.95,ICE,GBP
SEC00002,2026-04-12,56.16,Bloomberg,USD
SEC00002,2026-04-13,54.12,Bloomberg,USD
SEC00002,2026-04-14,54.72,ICE,JPY
SEC00002,2026-04-15,55.43,Bloomberg,CAD
SEC00002,2026-04-16,55.25,Bloomberg,JPY
SEC00002,2026-04-17,55.87,Bloomberg,JPY
SEC00002,2026-04-18,55.55,Refinitiv,CAD
SEC00002,2026-04-19,56.65,Refinitiv,GBP
SEC00002,2026-04-20,57.69,Refinitiv,JPY
SEC00002,2026-04-21,56.01,Refinitiv,INR
SEC00002,2026-04-22,54.63,Refinitiv,CAD
SEC00002,2026-04-23,56.66,Bloomberg,INR
SEC00002,2026-04-24,57.64,ICE,INR
SEC00002,2026-04-25,56.36,ICE,GBP
SEC00002,2026-04-26,54.79,Refinitiv,USD
SEC00002,2026-04-27,55.03,Refinitiv,USD
SEC00002,2026-04-28,53.92,ICE,INR
SEC00002,2026-04-29,53.64,Bloomberg,INR
SEC00002,2026-04-30,53.62,Bloomberg,INR
SEC00002,2026-05-01,53.56,ICE,INR
SEC00002,2026-05-02,54.67,Bloomberg,EUR
SEC00002,2026-05-03,56.51,Bloomberg,CAD
SEC00002,2026-05-04,56.05,Refinitiv,USD
SEC00002,2026-05-05,54.94,Refinitiv,JPY
SEC00002,2026-05-06,55.35,Refinitiv,JPY
SEC00002,2026-05-07,57.0,Bloomberg,GBP
SEC00002,2026-05-08,56.62,ICE,CAD
SEC00002,2026-05-09,57.51,Bloomberg,JPY
SEC00002,2026-05-10,56.67,ICE,JPY
SEC00002,2026-05-11,56.72,Bloomberg,JPY
SEC00002,2026-05-12,55.56,Bloomberg,GBP
SEC00002,2026-05-13,55.6,Refinitiv,USD
SEC00002,2026-05-14,55.51,Bloomberg,CAD
SEC00002,2026-05-15,56.15,Refinitiv,GBP
SEC00002,2026-05-16,57.98,Bloomberg,USD
SEC00002,2026-05-17,57.6,Refinitiv,JPY
SEC00002,2026-05-18,55.55,Bloomberg,INR
SEC00002,2026-05-19,55.38,Refinitiv,USD
SEC00003,2026-03-20,36.29,Bloomberg,INR
SEC00003,2026-03-21,36.04,Refinitiv,INR
SEC00003,2026-03-22,35.41,Refinitiv,EUR
SEC00003,2026-03-23,34.98,ICE,GBP
SEC00003,2026-03-24,35.4,Refinitiv,JPY
SEC00003,2026-03-25,35.27,ICE,CAD
SEC00003,2026-03-26,34.18,Refinitiv,EUR
SEC00003,2026-03-27,34.82,Bloomberg,EUR
SEC00003,2026-03-28,35.1,Bloomberg,GBP
SEC00003,2026-03-29,34.25,Bloomberg,JPY
SEC00003,2026-03-30,34.04,ICE,GBP
SEC00003,2026-03-31,33.57,Bloomberg,GBP
SEC00003,2026-04-01,34.0,Refinitiv,JPY
SEC00003,2026-04-02,33.79,Bloomberg,EUR
SEC00003,2026-04-03,33.76,ICE,EUR
SEC00003,2026-04-04,33.66,ICE,EUR
SEC00003,2026-04-05,32.78,ICE,USD
SEC00003,2026-04-06,33.63,Bloomberg,GBP
SEC00003,2026-04-07,34.04,Refinitiv,USD
SEC00003,2026-04-08,33.6,Bloomberg,CAD
SEC00003,2026-04-09,33.73,ICE,GBP
SEC00003,2026-04-10,34.34,Bloomberg,EUR
SEC00003,2026-04-11,34.4,ICE,CAD
SEC00003,2026-04-12,35.38,ICE,CAD
SEC00003,2026-04-13,37.25,ICE,JPY
SEC00003,2026-04-14,37.19,ICE,JPY
SEC00003,2026-04-15,36.81,Refinitiv,JPY
SEC00003,2026-04-16,36.18,Bloomberg,JPY
SEC00003,2026-04-17,34.75,Refinitiv,GBP
SEC00003,2026-04-18,35.55,Bloomberg,CAD
SEC00003,2026-04-19,35.34,ICE,USD
SEC00003,2026-04-20,35.92,Refinitiv,GBP
SEC00003,2026-04-21,36.63,ICE,INR
SEC00003,2026-04-22,35.94,ICE,GBP
SEC00003,2026-04-23,35.35,Bloomberg,INR
SEC00003,2026-04-24,36.48,Bloomberg,JPY
SEC00003,2026-04-25,36.45,Refinitiv,GBP
SEC00003,2026-04-26,36.04,Bloomberg,INR
SEC00003,2026-04-27,35.38,ICE,GBP
SEC00003,2026-04-28,35.31,ICE,CAD
SEC00003,2026-04-29,36.28,ICE,CAD
SEC00003,2026-04-30,36.75,Refinitiv,GBP
SEC00003,2026-05-01,36.89,ICE,JPY
SEC00003,2026-05-02,37.96,Refinitiv,JPY
SEC00003,2026-05-03,38.93,ICE,INR
SEC00003,2026-05-04,39.19,ICE,USD
SEC00003,2026-05-05,41.16,ICE,EUR
SEC00003,2026-05-06,41.0,Bloomberg,EUR
SEC00003,2026-05-07,41.83,ICE,INR
SEC00003,2026-05-08,41.56,Bloomberg,EUR
SEC00003,2026-05-09,42.25,Refinitiv,EUR
SEC00003,2026-05-10,42.09,Refinitiv,INR
SEC00003,2026-05-11,42.46,Bloomberg,EUR
SEC00003,2026-05-12,44.3,Bloomberg,INR
SEC00003,2026-05-13,45.08,Bloomberg,EUR
SEC00003,2026-05-14,45.49,ICE,USD
SEC00003,2026-05-15,44.88,Refinitiv,USD
SEC00003,2026-05-16,45.06,ICE,INR
SEC00003,2026-05-17,44.26,ICE,JPY
SEC00003,2026-05-18,44.99,Refinitiv,CAD
SEC00003,2026-05-19,45.71,ICE,USD
SEC00004,2026-03-20,45.28,ICE,USD
SEC00004,2026-03-21,46.03,Bloomberg,EUR
SEC00004,2026-03-22,44.02,Refinitiv,USD
SEC00004,2026-03-23,44.63,Bloomberg,GBP
SEC00004,2026-03-24,44.08,ICE,USD
SEC00004,2026-03-25,43.53,Bloomberg,EUR
SEC00004,2026-03-26,45.09,Bloomberg,EUR
SEC00004,2026-03-27,44.68,Refinitiv,USD
SEC00004,2026-03-28,45.47,ICE,EUR
SEC00004,2026-03-29,45.72,ICE,INR
SEC00004,2026-03-30,46.06,Refinitiv,EUR
SEC00004,2026-03-31,45.87,ICE,CAD
SEC00004,2026-04-01,45.65,Refinitiv,USD
SEC00004,2026-04-02,46.93,ICE,GBP
SEC00004,2026-04-03,47.74,Bloomberg,INR
SEC00004,2026-04-04,47.33,Bloomberg,GBP
SEC00004,2026-04-05,46.46,Bloomberg,GBP
SEC00004,2026-04-06,46.0,ICE,USD
SEC00004,2026-04-07,46.83,Bloomberg,CAD
SEC00004,2026-04-08,47.85,Bloomberg,USD
SEC00004,2026-04-09,48.35,Refinitiv,EUR
SEC00004,2026-04-10,46.97,ICE,USD
SEC00004,2026-04-11,47.63,Refinitiv,CAD
SEC00004,2026-04-12,48.77,ICE,USD
SEC00004,2026-04-13,48.95,Bloomberg,USD
SEC00004,2026-04-14,50.72,ICE,EUR
SEC00004,2026-04-15,49.54,Bloomberg,GBP
SEC00004,2026-04-16,50.17,Bloomberg,USD
SEC00004,2026-04-17,49.27,Refinitiv,CAD
SEC00004,2026-04-18,50.24,Bloomberg,CAD
SEC00004,2026-04-19,50.82,Refinitiv,GBP
SEC00004,2026-04-20,52.49,ICE,GBP
SEC00004,2026-04-21,52.99,Bloomberg,EUR
SEC00004,2026-04-22,52.63,Bloomberg,JPY
SEC00004,2026-04-23,52.19,Bloomberg,EUR
SEC00004,2026-04-24,51.98,Bloomberg,USD
SEC00004,2026-04-25,51.53,ICE,USD
SEC00004,2026-04-26,52.81,Refinitiv,EUR
SEC00004,2026-04-27,54.04,Bloomberg,EUR
SEC00004,2026-04-28,52.62,Bloomberg,EUR
SEC00004,2026-04-29,52.68,ICE,JPY
SEC00004,2026-04-30,37.99,ICE,INR
SEC00004,2026-05-01,52.05,ICE,USD
SEC00004,2026-05-02,52.48,Bloomberg,GBP
SEC00004,2026-05-03,53.89,Refinitiv,INR
SEC00004,2026-05-04,54.78,Bloomberg,USD
SEC00004,2026-05-05,56.14,ICE,JPY
SEC00004,2026-05-06,55.44,Refinitiv,EUR
SEC00004,2026-05-07,55.51,ICE,INR
SEC00004,2026-05-08,54.77,Bloomberg,USD
SEC00004,2026-05-09,55.03,ICE,CAD
SEC00004,2026-05-10,55.39,Bloomberg,INR
SEC00004,2026-05-11,56.37,ICE,USD
SEC00004,2026-05-12,57.73,Bloomberg,USD
SEC00004,2026-05-13,58.48,ICE,INR
SEC00004,2026-05-14,57.6,Bloomberg,EUR
SEC00004,2026-05-15,56.23,Refinitiv,CAD
SEC00005,2026-03-20,57.51,Bloomberg,EUR
SEC00005,2026-03-21,56.73,ICE,JPY
SEC00005,2026-03-22,57.38,Bloomberg,USD
SEC00005,2026-03-23,57.18,Bloomberg,JPY
SEC00005,2026-03-24,57.99,ICE,EUR
SEC00005,2026-03-25,58.93,Bloomberg,CAD
SEC00005,2026-03-26,58.63,ICE,JPY
SEC00005,2026-03-27,59.66,Bloomberg,INR
SEC00005,2026-03-28,59.84,Refinitiv,EUR
SEC00005,2026-03-29,60.16,Bloomberg,USD
SEC00005,2026-03-30,57.82,Refinitiv,INR
SEC00005,2026-03-31,56.84,ICE,INR
SEC00005,2026-04-01,55.93,ICE,CAD
SEC00005,2026-04-02,55.64,Bloomberg,GBP
SEC00005,2026-04-03,55.78,Refinitiv,INR
SEC00005,2026-04-04,55.96,ICE,CAD
SEC00005,2026-04-05,56.28,Bloomberg,JPY
SEC00005,2026-04-06,55.61,Bloomberg,EUR
SEC00005,2026-04-07,56.33,Refinitiv,JPY
SEC00005,2026-04-08,58.2,ICE,CAD
SEC00005,2026-04-09,57.85,Refinitiv,JPY
SEC00005,2026-04-10,57.19,Bloomberg,USD
SEC00005,2026-04-11,56.52,ICE,CAD
SEC00005,2026-04-12,56.63,ICE,EUR
SEC00005,2026-04-13,56.12,Refinitiv,EUR
SEC00005,2026-04-14,54.4,ICE,GBP
SEC00005,2026-04-15,53.0,ICE,GBP
SEC00005,2026-04-16,54.0,Refinitiv,JPY
SEC00005,2026-04-17,55.28,ICE,USD
SEC00005,2026-04-18,56.9,Refinitiv,GBP
SEC00005,2026-04-19,57.16,Bloomberg,INR
SEC00005,2026-04-20,56.17,ICE,USD
SEC00005,2026-04-21,55.75,ICE,CAD
SEC00005,2026-04-22,54.28,Bloomberg,JPY
SEC00005,2026-04-23,52.81,Refinitiv,USD
SEC00005,2026-04-24,53.08,ICE,INR
SEC00005,2026-04-25,53.63,Bloomberg,EUR
SEC00005,2026-04-26,55.54,ICE,INR
SEC00005,2026-04-27,55.49,Bloomberg,GBP
SEC00005,2026-04-28,54.16,Refinitiv,USD
SEC00005,2026-04-29,54.07,ICE,EUR
SEC00005,2026-04-30,53.82,ICE,USD
SEC00005,2026-05-01,53.37,ICE,USD
SEC00005,2026-05-02,53.73,ICE,GBP
SEC00005,2026-05-03,52.58,Refinitiv,USD
SEC00005,2026-05-04,52.73,ICE,JPY
SEC00005,2026-05-05,53.37,Bloomberg,GBP
SEC00005,2026-05-06,54.76,Refinitiv,INR
SEC00005,2026-05-07,55.1,Refinitiv,USD
SEC00005,2026-05-08,56.16,Refinitiv,GBP
SEC00005,2026-05-09,55.74,Refinitiv,GBP
SEC00005,2026-05-10,55.46,Refinitiv,EUR
SEC00005,2026-05-11,56.84,Bloomberg,INR
SEC00005,2026-05-12,55.46,Bloomberg,INR
SEC00005,2026-05-13,55.09,Refinitiv,JPY
SEC00005,2026-05-14,56.23,Bloomberg,EUR
SEC00005,2026-05-15,56.05,ICE,INR
SEC00005,2026-05-16,55.79,Bloomberg,CAD
SEC00005,2026-05-17,55.55,ICE,USD
SEC00005,2026-05-18,55.69,Bloomberg,EUR
SEC00005,2026-05-19,56.81,ICE,CAD
SEC00006,2026-03-20,89.03,ICE,GBP
SEC00006,2026-03-21,87.61,ICE,USD
SEC00006,2026-03-22,88.09,ICE,JPY
SEC00006,2026-03-23,88.92,Bloomberg,INR
SEC00006,2026-03-24,88.2,ICE,INR
SEC00006,2026-03-25,88.51,ICE,CAD
SEC00006,2026-03-26,86.56,Bloomberg,EUR
SEC00006,2026-03-27,85.62,Bloomberg,USD
SEC00006,2026-03-28,86.24,Bloomberg,INR
SEC00006,2026-03-29,88.62,Refinitiv,USD
SEC00006,2026-03-30,90.5,Refinitiv,USD
SEC00006,2026-03-31,91.63,Bloomberg,USD
SEC00006,2026-04-01,91.8,Refinitiv,USD
SEC00006,2026-04-02,91.72,ICE,CAD
SEC00006,2026-04-03,89.38,ICE,INR
SEC00006,2026-04-04,88.08,ICE,CAD
SEC00006,2026-04-05,86.85,ICE,EUR
SEC00006,2026-04-06,87.79,Refinitiv,EUR
SEC00006,2026-04-07,89.33,ICE,USD
SEC00006,2026-04-08,90.56,Refinitiv,GBP
SEC00006,2026-04-09,92.53,ICE,EUR
SEC00006,2026-04-10,92.7,ICE,GBP
SEC00006,2026-04-11,91.11,ICE,JPY
SEC00006,2026-04-12,91.07,Refinitiv,EUR
SEC00006,2026-04-13,89.93,Bloomberg,JPY
SEC00006,2026-04-14,91.04,Bloomberg,CAD
SEC00006,2026-04-15,90.49,Bloomberg,EUR
SEC00006,2026-04-16,90.38,Bloomberg,CAD
SEC00006,2026-04-17,91.55,Refinitiv,USD
SEC00006,2026-04-18,90.38,Bloomberg,CAD
SEC00006,2026-04-19,91.99,ICE,EUR
SEC00006,2026-04-20,89.8,Refinitiv,EUR
SEC00006,2026-04-21,90.34,ICE,INR
SEC00006,2026-04-22,90.24,Refinitiv,CAD
SEC00006,2026-04-23,91.63,Bloomberg,CAD
SEC00006,2026-04-24,89.41,Bloomberg,CAD
SEC00006,2026-04-25,86.99,ICE,JPY
SEC00006,2026-04-26,88.21,Bloomberg,INR
SEC00006,2026-04-27,87.63,ICE,CAD
SEC00006,2026-04-28,87.53,Bloomberg,EUR
SEC00006,2026-04-29,86.54,Refinitiv,GBP
SEC00006,2026-04-30,88.0,Bloomberg,USD
SEC00006,2026-05-01,88.52,Refinitiv,CAD
SEC00006,2026-05-02,88.95,Bloomberg,EUR
SEC00006,2026-05-03,87.12,ICE,USD
SEC00006,2026-05-04,87.95,Bloomberg,CAD
SEC00006,2026-05-05,86.42,Bloomberg,EUR
SEC00006,2026-05-06,85.44,Bloomberg,GBP
SEC00006,2026-05-07,83.39,ICE,CAD
SEC00006,2026-05-08,83.19,Refinitiv,INR
SEC00006,2026-05-09,84.83,Refinitiv,INR
SEC00006,2026-05-10,85.22,Refinitiv,EUR
SEC00006,2026-05-11,84.58,ICE,CAD
SEC00006,2026-05-12,84.79,Bloomberg,USD
SEC00006,2026-05-13,84.99,ICE,USD
SEC00006,2026-05-14,85.13,ICE,CAD
SEC00006,2026-05-15,85.45,Bloomberg,INR
SEC00006,2026-05-16,83.89,Bloomberg,EUR
SEC00006,2026-05-17,84.09,Refinitiv,INR
SEC00006,2026-05-18,81.48,Bloomberg,USD
SEC00006,2026-05-19,82.36,Bloomberg,INR
SEC00007,2026-03-20,51.16,Refinitiv,USD
SEC00007,2026-03-21,50.26,ICE,USD
SEC00007,2026-03-22,50.42,Bloomberg,GBP
SEC00007,2026-03-23,51.85,ICE,GBP
SEC00007,2026-03-24,51.67,ICE,JPY
SEC00007,2026-03-25,53.41,Bloomberg,EUR
SEC00007,2026-03-26,53.59,ICE,GBP
SEC00007,2026-03-27,53.56,Refinitiv,GBP
SEC00007,2026-03-28,53.7,Bloomberg,JPY
SEC00007,2026-03-29,53.43,Bloomberg,CAD
SEC00007,2026-03-30,51.55,ICE,INR
SEC00007,2026-03-31,52.39,Bloomberg,USD
SEC00007,2026-04-01,54.49,Bloomberg,CAD
SEC00007,2026-04-02,54.99,ICE,INR
SEC00007,2026-04-03,55.55,Refinitiv,EUR
SEC00007,2026-04-04,55.4,ICE,JPY
SEC00007,2026-04-05,56.58,Refinitiv,USD
SEC00007,2026-04-06,56.57,Refinitiv,INR
SEC00007,2026-04-07,56.87,ICE,USD
SEC00007,2026-04-08,55.29,Bloomberg,CAD
SEC00007,2026-04-09,54.79,Bloomberg,GBP
SEC00007,2026-04-10,55.18,Refinitiv,GBP
SEC00007,2026-04-11,56.11,ICE,CAD
SEC00007,2026-04-12,57.08,Refinitiv,EUR
SEC00007,2026-04-13,55.49,ICE,INR
SEC00007,2026-04-14,54.04,ICE,GBP
SEC00007,2026-04-15,54.64,Refinitiv,EUR
SEC00007,2026-04-16,53.93,Refinitiv,JPY
SEC00007,2026-04-17,54.82,Bloomberg,JPY
SEC00007,2026-04-18,53.24,Refinitiv,CAD
SEC00007,2026-04-19,53.18,Bloomberg,EUR
SEC00007,2026-04-20,53.17,Refinitiv,CAD
SEC00007,2026-04-21,53.66,Bloomberg,CAD
SEC00007,2026-04-22,52.69,ICE,USD
SEC00007,2026-04-23,50.85,Refinitiv,EUR
SEC00007,2026-04-24,51.03,Refinitiv,CAD
SEC00007,2026-04-25,51.54,Refinitiv,JPY
SEC00007,2026-04-26,52.5,Bloomberg,JPY
SEC00007,2026-04-27,52.19,Refinitiv,CAD
SEC00007,2026-04-28,52.94,ICE,EUR
SEC00007,2026-04-29,53.43,Refinitiv,GBP
SEC00007,2026-04-30,54.73,Refinitiv,GBP
SEC00007,2026-05-01,54.7,ICE,EUR
SEC00007,2026-05-02,53.03,Bloomberg,EUR
SEC00007,2026-05-03,52.99,ICE,EUR
SEC00007,2026-05-04,53.1,Bloomberg,GBP
SEC00007,2026-05-05,53.62,ICE,CAD
SEC00007,2026-05-06,52.17,ICE,INR
SEC00007,2026-05-07,51.9,ICE,INR
SEC00007,2026-05-08,52.74,Bloomberg,GBP
SEC00007,2026-05-09,52.67,Refinitiv,GBP
SEC00007,2026-05-10,52.4,ICE,CAD
SEC00007,2026-05-11,54.23,Refinitiv,USD
SEC00007,2026-05-12,53.21,Refinitiv,EUR
SEC00007,2026-05-13,54.42,Refinitiv,EUR
SEC00007,2026-05-14,55.45,Bloomberg,EUR
SEC00007,2026-05-15,55.25,Refinitiv,USD
SEC00007,2026-05-16,55.24,Bloomberg,EUR
SEC00007,2026-05-17,55.23,Refinitiv,JPY
SEC00007,2026-05-18,55.44,Refinitiv,JPY
SEC00007,2026-05-19,54.88,Bloomberg,INR
SEC00008,2026-03-20,38.6,Bloomberg,INR
SEC00008,2026-03-21,38.49,ICE,GBP
SEC00008,2026-03-22,38.71,Refinitiv,GBP
SEC00008,2026-03-23,38.71,ICE,CAD
SEC00008,2026-03-24,38.64,Refinitiv,INR
SEC00008,2026-03-25,38.69,Bloomberg,GBP
SEC00008,2026-03-26,38.69,ICE,INR
SEC00008,2026-03-27,38.16,Refinitiv,EUR
SEC00008,2026-03-28,38.94,ICE,CAD
SEC00008,2026-03-29,38.62,Refinitiv,INR
SEC00008,2026-03-30,38.73,Refinitiv,GBP
SEC00008,2026-03-31,37.32,Bloomberg,JPY
SEC00008,2026-04-01,37.19,Refinitiv,JPY
SEC00008,2026-04-02,36.47,Bloomberg,GBP
SEC00008,2026-04-03,35.85,ICE,CAD
SEC00008,2026-04-04,37.43,Bloomberg,JPY
SEC00008,2026-04-05,37.62,Bloomberg,INR
SEC00008,2026-04-06,38.47,Refinitiv,INR
SEC00008,2026-04-07,39.08,Refinitiv,EUR
SEC00008,2026-04-08,39.79,Refinitiv,JPY
SEC00008,2026-04-09,39.66,ICE,INR
SEC00008,2026-04-10,40.83,ICE,CAD
SEC00008,2026-04-11,41.47,Refinitiv,JPY
SEC00008,2026-04-12,41.53,Refinitiv,JPY
SEC00008,2026-04-13,41.74,Bloomberg,CAD
SEC00008,2026-04-14,41.66,Refinitiv,JPY
SEC00008,2026-04-15,41.72,ICE,GBP
SEC00008,2026-04-16,41.71,Refinitiv,JPY
SEC00008,2026-04-17,42.02,ICE,EUR
SEC00008,2026-04-18,43.35,Bloomberg,USD
SEC00008,2026-04-19,42.44,ICE,USD
SEC00008,2026-04-20,43.33,ICE,CAD
SEC00008,2026-04-21,43.06,ICE,EUR
SEC00008,2026-04-22,44.07,Refinitiv,GBP
SEC00008,2026-04-23,43.83,Bloomberg,EUR
SEC00008,2026-04-24,44.17,ICE,JPY
SEC00008,2026-04-25,44.07,Refinitiv,INR
SEC00008,2026-04-26,42.72,Refinitiv,CAD
SEC00008,2026-04-27,44.08,Bloomberg,EUR
SEC00008,2026-04-28,43.35,Bloomberg,GBP
